youtube_id,title,is_premium,serie_id,channel_name,channel_handle,language
HE83QSnbCfg,"Kiyoka’s Changing Heart | My Happy Marriage",false,106,"Netflix Japan",@NetflixJP,ja
QrHL6eTlHCI,"Amuro and Kazami’s Secret Exchange | Detective Conan: Zero the Enforcer",false,152,"Netflix Japan",@NetflixJP,ja
F9kaWYaAYVA,"Who Was the Person Shown in the Explosion News? | Detective Conan: Zero the Enforcer",false,152,"Netflix Japan",@NetflixJP,ja
CGGKbzIWYZE,"Over Tokyo – Suzume in Dire Peril! | Suzume",false,100,"Netflix Japan",@NetflixJP,ja
rXNUvLScbXE,"Vermouth and Bourbon Excel Even Underwater! | Detective Conan: Black Iron Submarine",false,152,"Netflix Japan",@NetflixJP,ja
-1lX-TRwPTg,"Escape from Turbo Granny! | DAN DA DAN",false,95,"Netflix Japan",@NetflixJP,ja
KCHLVt4T-cs,"Who’s Investigating Conan’s True Identity? | Detective Conan: The Raven Chaser",false,152,"Netflix Japan",@NetflixJP,ja
E4Fhz8swl6E,"Do You Like That Girl? Chinatsu’s Answer | Blue Box",false,150,"Netflix Japan",@NetflixJP,ja
8KHYOhkR9sU,"It’s My First Time Being Confessed To… | Blue Box",false,150,"Netflix Japan",@NetflixJP,ja
JTvKkU_xgxY,"My Happy Marriage – Main PV | Netflix",false,106,"Netflix Japan",@NetflixJP,ja
pG295HfZQTE,"Miyo Pats Kiyoka’s Head – Too Sweet Before Work! | My Happy Marriage",false,106,"Netflix Japan",@NetflixJP,ja
9eGWJET8k-c,"Trail of Sunlight – Sparkling Off the Driver’s Sweet Spot | Rising Impact",false,102,"Netflix Japan",@NetflixJP,ja
sN8b9El6CDU,"Sawako’s Surprise Ahh Feeding to Kazehaya | Kimi ni Todoke",false,103,"Netflix Japan",@NetflixJP,ja
8qQhpkHXpcY,"Chiquitita ~Yumenai Ka~ 🎶 The Shako Alien Appears! | DAN DA DAN",false,95,"Netflix Japan",@NetflixJP,ja
7DVN7XdUv5A,"Feelings Rising in Hina’s Heart – Emotions She Doesn’t Want to Notice | Blue Box",false,150,"Netflix Japan",@NetflixJP,ja
mhyeVRrK7UY,"First Minute of the Youth Club Love Story ‘Blue Box’ Released",false,150,"Netflix Japan",@NetflixJP,ja
KMSThZY3DWs,"Itsumi’s Impulse – ‘I Want to See More!’ | Alice and Therese’s Illusory Factory",false,154,"Netflix Japan",@NetflixJP,ja
WCMW3K3LxHM,"Beware of Snow in Midsummer!? | A Whisker Away",false,155,"Netflix Japan",@NetflixJP,ja
RYIccpUGNYM,"Like a Hundred Faces – Kurumi’s Ever-Changing Expressions | Rising Impact",false,102,"Netflix Japan",@NetflixJP,ja
PdI0CxFmi0k,"Meeting Sawako’s Mother! Kazehaya’s Reaction…? | Kimi ni Todoke",false,103,"Netflix Japan",@NetflixJP,ja
EJ5QVed2_4Y,"Battle of Special Abilities | My Happy Marriage",false,106,"Netflix Japan",@NetflixJP,ja
eKvBteOpTDU,"Camelot Cup – Rival Matchups Announced! | Rising Impact",false,102,"Netflix Japan",@NetflixJP,ja
bQZgO_ZA5jU,"Yatora and Yuka Meet Yotasuke | Blue Period",false,151,"Netflix Anime",@netflixanime,ja
YwF5FJSepMY,"Asta vs. Conrad | Black Clover: Sword of the Wizard King",false,74,"Netflix Japan",@NetflixJP,ja
Oz04oXzyN2Q,"Alicia vs Maynard | Clevatess",false,131,"Crunchyroll",@crunchyroll,ja
VWEPe66DD6s,"You're a Dick | Watari-kun's ****** Is about to Collapse",false,130,"Crunchyroll",@crunchyroll,ja
Hplj3N-nFbk,"I'll Kiss the First Person I See To Prove My Innocence | Watari-kun's ****** Is about to Collapse",false,130,"Crunchyroll",@crunchyroll,ja
MUkNeaXwE4I,"The Face He Made Her Make | Dealing with Mikadono Sisters Is a Breeze",false,98,"Crunchyroll",@crunchyroll,ja
etCS6sRUHyc,"My Imminent Departure Has Everyone Acting Real Tsundere | Dealing with Mikadono Sisters Is a Breeze",false,98,"Crunchyroll",@crunchyroll,ja
bAGUHw5UfIs,"Kazuki Tries Being Femme | Dealing with Mikadono Sisters Is a Breeze",false,98,"Crunchyroll",@crunchyroll,ja
9fzdca_Lm1I,"Short King\, Tall Aura | Dealing with Mikadono Sisters Is a Breeze",false,98,"Crunchyroll",@crunchyroll,ja
4iIwV__OXH4,"Their Dad is Evil??? | Dealing with Mikadono Sisters Is a Breeze",false,98,"Crunchyroll",@crunchyroll,ja
USO5K9r5duU,"This Hotel Room Isn't Big Enough for the 4 of Us! | Dealing with Mikadono Sisters Is a Breeze",false,98,"Crunchyroll",@crunchyroll,ja
1unjav-R4Vk,"This Way Nothing Bad Will Happen | A Couple of Cuckoos Season 2",false,69,"Crunchyroll",@crunchyroll,ja
XyqjWnek5zw,"Don’t Talk to Me Ever Again | A Couple of Cuckoos Season 2",false,69,"Crunchyroll",@crunchyroll,ja
NaKGRKtqfz8,"First Kiss Tasted Like Blood | Dealing with Mikadono Sisters Is a Breeze",false,98,"Crunchyroll",@crunchyroll,ja
9E0ezruFRK8,"Chizuru Asks Kazuya Out For The First Time | Rent-a-Girlfriend Season 4",false,1,"Crunchyroll",@crunchyroll,ja
awK8kDiQMqw,"Mentos and Cola Airstrike | Reborn as a Vending Machine",false,32,"Crunchyroll",@crunchyroll,ja
